TIPO DE INSTITUTO;NIVEL DE FORMACION;CAMPO AMPLIO;CAMPO ESPECIFICO;CAMPO DETALLADO;NOMBRE DEL PROGRAMA
privado;universitario;arte y humanidades;humanidades (excepto idiomas);humanidades (excepto idiomas) no clasificados en otra parte;direccion y produccion de cine y television
privado;universitario;ingenieria, industria y construccion;ingenieria y profesiones afines;ingenieria y profesiones afines no clasificadas en otra parte;ingenieria biomedica
privado;universitario;tecnologias de la informacion y la comunicacion tic;tecnologias de la informacion y la comunicacion tic;desarrollo y analisis de software y aplicaciones;ingenieria de software
privado;universitario;tecnologias de la informacion y la comunicacion tic;tecnologias de la informacion y la comunicacion tic;tecnologias de la informacion  y la comunicacion (tic) no clasificada en otra parte;produccion y comunicacion transmedia
privado;universitario;arte y humanidades;artes;artesanias;profesional en artes gastronomicas
privado;universitario;salud y bienestar;bienestar;bienestar no clasificado en otra parte;profesional en ciencias del deporte
privado;universitario;administracion de empresas y derecho;programas y certificaciones interdisciplinarios relativos a administracion de empresas y derecho;programas y certificaciones interdisciplinarios relativos a administracion de empresas y derecho;profesional en investigacion criminal
privado;formacion tecnica profesional;servicios;servicios de transporte;servicios de transporte;tecnica profesional en manejo de vehiculos de carga pesada
privado;formacion tecnica profesional;ingenieria, industria y construccion;industria y procesamiento;mineria y extraccion;tecnica profesional en operacion de equipos industriales y actividades mineras
privado;formacion tecnica profesional;servicios;servicios personales;hoteleria, restaurantes y servicios de banquetes;tecnica profesional en operacion gastronomica
privado;formacion tecnica profesional;servicios;servicios de transporte;servicios de transporte;tecnica profesional en transporte terrestre de carga
privado;formacion tecnica profesional;administracion de empresas y derecho;educacion comercial y administracion;gestion y administracion;tecnico profesional en procesos administrativos
privado;tecnologico;ingenieria, industria y construccion;ingenieria y profesiones afines;tecnologia de proteccion del medio ambiente;tecnologia en desarollo ambiental
privado;tecnologico;administracion de empresas y derecho;educacion comercial y administracion;gestion y administracion;tecnologia en gestion administrativa
privado;tecnologico;administracion de empresas y derecho;educacion comercial y administracion;gestion y administracion;tecnologia en gestion de procesos logisticos
privado;tecnologico;servicios;servicios personales;hoteleria, restaurantes y servicios de banquetes;tecnologia en gestion gastronomica
privado;tecnologico;administracion de empresas y derecho;derecho;derecho;tecnologia en investigacion criminal
privado;tecnologico;ingenieria, industria y construccion;ingenieria y profesiones afines;ingenieria y profesiones afines no clasificadas en otra parte;tecnologia en mantenimiento electromecanico de equipos industriales
privado;tecnologico;servicios;servicios de transporte;servicios de transporte;tecnologia en transporte de cemento y materiales para la construccion
privado;universitario;salud y bienestar;salud;fisioterapia, fonoaudiologia, terapia ocupacional, nutricion y afines;terapia cardiorrespiratoria
privado;universitario;salud y bienestar;salud;fisioterapia, fonoaudiologia, terapia ocupacional, nutricion y afines;terapia respiratoria
privado;universitario;educacion;educacion;ciencias de la educacion;licenciatura en lenguas modernas con enfasis en ingles
privado;universitario;agropecuario, silvicultura, pesca y veterinaria;agropecuario;produccion agricola y ganadera;administracion de agronegocios
privado;universitario;ciencias sociales, periodismo e informacion;periodismo e informacion;bibliotecologia, informacion y archivologia;archivistica e inteligencia de negocios
privado;universitario;ciencias sociales, periodismo e informacion;periodismo e informacion;bibliotecologia, informacion y archivologia;bibliotecologia y estudios de la informacion
privado;universitario;arte y humanidades;artes;tecnicas audiovisuales y produccion para medios de comunicacion;diseno visual
privado;universitario;arte y humanidades;humanidades (excepto idiomas);filosofia y etica;filosofia y letras
privado;universitario;ciencias sociales, periodismo e informacion;ciencias sociales y del comportamiento;economia;finanzas y comercio internacional
privado;universitario;ciencias sociales, periodismo e informacion;ciencias sociales y del comportamiento;ciencias politicas y educacion civica;gobierno y asuntos publicos
privado;universitario;ingenieria, industria y construccion;ingenieria y profesiones afines;tecnologia de proteccion del medio ambiente;ingenieria ambiental y sanitaria
privado;universitario;educacion;educacion;ciencias de la educacion;licenciatura en ciencias sociales con enfasis en historia
privado;universitario;educacion;educacion;formacion para docentes con asignatura de especializacion;licenciatura en educacion fisica, recreacion y deportes
privado;universitario;ciencias sociales, periodismo e informacion;ciencias sociales y del comportamiento;economia;negocios y relaciones internacionales
privado;formacion tecnica profesional;administracion de empresas y derecho;educacion comercial y administracion;contabilidad e impuestos;tecnico profesional en contabilidad y finanzas
privado;tecnologico;ingenieria, industria y construccion;arquitectura y construccion;construccion e ingenieria civil;tecnologia en construccion de la edificacion
privado;tecnologico;tecnologias de la informacion y la comunicacion tic;tecnologias de la informacion y la comunicacion tic;desarrollo y analisis de software y aplicaciones;tecnologia en desarrollo de software para negocios digitales
privado;tecnologico;agropecuario, silvicultura, pesca y veterinaria;veterinaria;veterinaria;tecnologia en enfermeria veterinaria
privado;tecnologico;administracion de empresas y derecho;educacion comercial y administracion;contabilidad e impuestos;tecnologia en gestion contable y financiera
privado;tecnologico;administracion de empresas y derecho;educacion comercial y administracion;gestion y administracion;tecnologia en gestion de negocios digitales
privado;universitario;ingenieria, industria y construccion;arquitectura y construccion;arquitectura y urbanismo;urbanismo
privado;universitario;servicios;programas y certificaciones interdisciplinarios relativos a servicios;programas y certificaciones interdisciplinarios relativos a servicios;entrenamiento deportivo
privado;universitario;tecnologias de la informacion y la comunicacion tic;tecnologias de la informacion y la comunicacion tic;diseno y administracion de redes y bases de datos;ingenieria en ciencia de datos
privado;universitario;arte y humanidades;artes;bellas artes;arte
privado;universitario;administracion de empresas y derecho;educacion comercial y administracion;contabilidad e impuestos;contaduria internacional
privado;universitario;ciencias sociales, periodismo e informacion;ciencias sociales y del comportamiento;ciencias politicas y educacion civica;estudios globales
privado;universitario;ciencias naturales, matematicas y estadistica;ciencias fisicas;ciencias de la tierra;geociencias
privado;universitario;arte y humanidades;idiomas;idiomas no clasificados en otra parte;lenguas y cultura
